INSERT INTO [StoreCityMaster] ([CityName], [StateId]) VALUES
( 'Rapallo', 1845),
( 'Recco', 1845),
( 'San Remo', 1845),
( 'Santa Margherita Ligure', 1845),
( 'Santo Stefano di Magra', 1845),
( 'Sarzana', 1845),
( 'Savona', 1845),
( 'Sestri Levante', 1845),
( 'Taggia', 1845),
( 'Varazze', 1845),
( 'Ventimiglia', 1845),
( 'Somaglia', 1846),
( 'Abbiategrasso', 1847),
( 'Agrate Brianza', 1847),
( 'Albiate', 1847),
( 'Albino', 1847),
( 'Albizzate', 1847),
( 'Alzano Lombardo', 1847),
( 'Arcisate', 1847),
( 'Arconate', 1847),
( 'Arcore', 1847),
( 'Arese', 1847),
( 'Arluno', 1847),
( 'Asola', 1847),
( 'Bagnolo Mella', 1847),
( 'Ballabio', 1847),
( 'Bareggio', 1847),
( 'Basiglio', 1847),
( 'Bedizzole', 1847),
( 'Bergamo', 1847),
( 'Bernareggio', 1847),
( 'Besana in Brianza', 1847),
( 'Besozzo', 1847),
( 'Biassono', 1847),
( 'Bienate', 1847),
( 'Bollate', 1847),
( 'Botticino', 1847),
( 'Bovisio-Masciago', 1847),
( 'Brembilla', 1847),
( 'Brescia', 1847),
( 'Bresso', 1847),
( 'Broni', 1847),
( 'Brugherio', 1847),
( 'Buccinasco', 1847),
( 'Bussero', 1847),
( 'Busto Arsizio', 1847),
( 'Busto Garolfo', 1847),
( 'Cairate', 1847),
( 'Calcinato', 1847),
( 'Calolziocorte', 1847),
( 'Calusco d''Adda', 1847),
( 'Canegrate', 1847),
( 'Cantu', 1847),
( 'Capriolo', 1847),
( 'Carate Brianza', 1847),
( 'Caravaggio', 1847),
( 'Cardano al Campo', 1847),
( 'Caronno Pertusella', 1847),
( 'Carpenedolo', 1847),
( 'Carugate', 1847),
( 'Carvico', 1847),
( 'Casalmaggiore', 1847),
( 'Casalpusterlengo', 1847),
( 'Casatenovo', 1847),
( 'Casazza', 1847),
( 'Casnigo', 1847),
( 'Cassano Magnago', 1847),
( 'Cassano d''Adda', 1847),
( 'Cassina de'' Pecchi', 1847),
( 'Castano Primo', 1847),
( 'Castel Goffredo', 1847),
( 'Castel Mella', 1847),
( 'Castellanza', 1847),
( 'Castelleone', 1847),
( 'Castelli Calepio', 1847),
( 'Castenedolo', 1847),
( 'Castiglione delle Stiviere', 1847),
( 'Cazzago San Martino', 1847),
( 'Cene', 1847),
( 'Cermenate', 1847),
( 'Cernusco sul Naviglio', 1847),
( 'Cerro Maggiore', 1847),
( 'Cesano Boscone', 1847),
( 'Cesano Maderno', 1847),
( 'Cesate', 1847),
( 'Chiari', 1847),
( 'Cilavegna', 1847),
( 'Cinisello Balsamo', 1847),
( 'Cislago', 1847),
( 'Clusone', 1847),
( 'Codogno', 1847),
( 'Cologno Monzese', 1847),
( 'Cologno al Serio', 1847),
( 'Como', 1847),
( 'Concesio', 1847),
( 'Concorezzo', 1847),
( 'Corbetta', 1847),
( 'Cormano', 1847),
( 'Cornaredo', 1847),
( 'Cornate d''Adda', 1847),
( 'Corsico', 1847),
( 'Corte dei Cortesi', 1847),
( 'Costa Volpino', 1847),
( 'Crema', 1847),
( 'Cremona', 1847),
( 'Crocetta', 1847),
( 'Curtatone', 1847),
( 'Cusano Milanino', 1847),
( 'Dalmine', 1847),
( 'Darfo', 1847),
( 'Desenzano del Garda', 1847),
( 'Desio', 1847),
( 'Erba', 1847),
( 'Fagnano Olona', 1847),
( 'Fino Mornasco', 1847),
( 'Gaggiano', 1847),
( 'Galbiate', 1847),
( 'Gallarate', 1847),
( 'Gambolo', 1847),
( 'Garbagnate Milanese', 1847),
( 'Gardone Val Trompia', 1847),
( 'Garlasco', 1847),
( 'Gavardo', 1847),
( 'Gavirate', 1847),
( 'Gerenzano', 1847),
( 'Ghedi', 1847),
( 'Giussano', 1847),
( 'Goito', 1847),
( 'Gonzaga', 1847),
( 'Gorgonzola', 1847),
( 'Gussago', 1847),
( 'Gussola', 1847),
( 'Induno Olona', 1847),
( 'Inveruno', 1847),
( 'Inzago', 1847),
( 'Iseo', 1847),
( 'Isola Dovarese', 1847),
( 'Lacchiarella', 1847),
( 'Lainate', 1847),
( 'Laveno-Mombello', 1847),
( 'Lecco', 1847),
( 'Leffe', 1847),
( 'Legnano', 1847),
( 'Leno', 1847),
( 'Lentate sul Seveso', 1847),
( 'Limbiate', 1847),
( 'Lissone', 1847),
( 'Locate di Triulzi', 1847),
( 'Lodi', 1847),
( 'Lomazzo', 1847),
( 'Lonate Pozzolo', 1847),
( 'Lonato', 1847),
( 'Luino', 1847),
( 'Lumezzane', 1847),
( 'Lurate Caccivio', 1847),
( 'Magenta', 1847),
( 'Malnate', 1847),
( 'Mandello del Lario', 1847),
( 'Manerbio', 1847),
( 'Mantova', 1847),
( 'Mariano Comense', 1847),
( 'Martinengo', 1847),
( 'Mazzano', 1847),
( 'Meda', 1847),
( 'Mediglia', 1847),
( 'Melegnano', 1847),
( 'Melzo', 1847),
( 'Merate', 1847),
( 'Milano', 1847),
( 'Molteno', 1847),
( 'Montichiari', 1847),
( 'Monza', 1847),
( 'Morbegno', 1847),
( 'Mornago', 1847),
( 'Mortara', 1847),
( 'Muggio', 1847),
( 'Nave', 1847),
( 'Nembro', 1847),
( 'Nerviano', 1847),
( 'Nova Milanese', 1847),
( 'Novate Milanese', 1847),
( 'Olgiate Comasco', 1847),
( 'Olgiate Olona', 1847),
( 'Opera', 1847),
( 'Orzinuovi', 1847),
( 'Osio Sotto', 1847),
( 'Ospitaletto', 1847),
( 'Paderno Dugnano', 1847),
( 'Palazzolo sull''Oglio', 1847),
( 'Pandino', 1847),
( 'Parabiago', 1847),
( 'Paullo', 1847),
( 'Pavia', 1847),
( 'Pero', 1847),
( 'Peschiera Borromeo', 1847),
( 'Pessano con Bornago', 1847),
( 'Pieve Emanuele', 1847),
( 'Pioltello', 1847),
( 'Ponte Nossa', 1847),
( 'Ponte San Pietro', 1847),
( 'Porto Mantovano', 1847),
( 'Pozzolengo', 1847),
( 'Rescaldina', 1847),
( 'Rezzato', 1847),
( 'Rho', 1847),
( 'Rivarolo Mantovano', 1847),
( 'Rodano', 1847),
( 'Romano di Lombardia', 1847),
( 'Rovato', 1847),
( 'Rozzano', 1847),
( 'Saletto', 1847),
( 'Salo', 1847),
( 'Samarate', 1847),
( 'San Donato Milanese', 1847),
( 'San Giuliano Milanese', 1847),
( 'Sant''Angelo Lodigiano', 1847),
( 'Sarezzo', 1847),
( 'Saronno', 1847),
( 'Scanzorosciate', 1847),
( 'Sedriano', 1847),
( 'Segrate', 1847),
( 'Senago', 1847),
( 'Seregno', 1847),
( 'Seriate', 1847),
( 'Sesto Calende', 1847),
( 'Sesto San Giovanni', 1847),
( 'Settimo Milanese', 1847),
( 'Seveso', 1847),
( 'Sirmione', 1847),
( 'Solaro', 1847),
( 'Somma Lombardo', 1847),
( 'Sondrio', 1847),
( 'Soresina', 1847),
( 'Sorisole', 1847),
( 'Stezzano', 1847),
( 'Stradella', 1847),
( 'Suzzara', 1847),
( 'Tirano', 1847),
( 'Tornata', 1847),
( 'Tradate', 1847),
( 'Travagliato', 1847),
( 'Treviglio', 1847),
( 'Treviolo', 1847),
( 'Trezzano sul Naviglio', 1847),
( 'Trezzo', 1847),
( 'Tromello', 1847),
( 'Uboldo', 1847),
( 'Urgnano', 1847),
( 'Usmate Velate', 1847),
( 'Valmadrera', 1847),
( 'Varedo', 1847),
( 'Varese', 1847),
( 'Verano Brianza', 1847),
( 'Vergiate', 1847),
( 'Viadana', 1847),
( 'Vigevano', 1847),
( 'Vignate', 1847),
( 'Villa Carcina', 1847),
( 'Villa Guardia', 1847),
( 'Villasanta', 1847),
( 'Vimercate', 1847),
( 'Vimodrone', 1847),
( 'Virgilio', 1847),
( 'Voghera', 1847),
( 'Zibido San Giacomo', 1847),
( 'Zogno', 1847),
( 'Barasso', 1848),
( 'Bergamo', 1848),
( 'Bolladello', 1848),
( 'Capergnanica', 1848),
( 'Costa Masnaga', 1848),
( 'Medolago', 1848),
( 'Nibionno', 1848),
( 'Rodano', 1848),
( 'Sordio', 1848),
( 'Torre d''Isola', 1848),
( 'Varese', 1848),
( 'Villongo', 1848),
